Localidade,Provincia,Nivel,Tipo,Familia ou rama,Estudo,Centro ou sede,Universidade,Campus,Prazas,Fonte
Vigo,Pontevedra,Grao Medio,fpgm,Fabricación mecánica,Soldadura e caldeiraría,CPR Colegio Hogar Afundación,,,20,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Superior,fpgs,Electricidade e electrónica,Automatización e robótica industrial,CPR Colegio Hogar Afundación,,,30,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Superior,fpgs,Electricidade e electrónica,Mantemento electrónico,CPR Colegio Hogar Afundación,,,30,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Superior,fpgs,Fabricación mecánica,Programación da produción en fabricación mecánica,CPR Colegio Hogar Afundación,,,20,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Básico,fpb,Electricidade e electrónica,Electricidade e electrónica,CPR Daniel Castelao,,,20,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Básico,fpb,Administración e xestión,Servizos administrativos,CPR Daniel Castelao,,,20,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Medio,fpgm,Electricidade e electrónica,Instalacións eléctricas e automáticas,CPR Daniel Castelao,,,30,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Medio,fpgm,Informática e comunicacións,Sistemas microinformáticos e redes,CPR Daniel Castelao,,,30,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Medio,fpgm,Administración e xestión,Xestión administrativa,CPR Daniel Castelao,,,30,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Superior,fpgs,Informática e comunicacións,Administración de sistemas informáticos en rede (quenda de tarde),CPR Daniel Castelao,,,30,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Superior,fpgs,Administración e xestión,Administración e finanzas,CPR Daniel Castelao,,,30,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Superior,fpgs,Informática e comunicacións,Desenvolvemento de aplicacións multiplataforma,CPR Daniel Castelao,,,30,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Básico,fpb,Informática e comunicacións,Informática de oficina,CPR Divino Maestro,,,20,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Medio,fpgm,Administración e xestión,Xestión administrativa,CPR Divino Maestro,,,30,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Básico,fpb,"Téxtil, confección e pel",Arranxos e reparación de artigos téxtiles e de pel,CPR Fillas de María Inmaculada,,,20,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Medio,fpgm,Comercio e márketing,Actividades comerciais,CPR Fillas de María Inmaculada,,,30,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Medio,fpgm,Servizos socioculturais e á comunidade,Atención a persoas en situación de dependencia,CPR Fillas de María Inmaculada,,,30,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Superior,fpgs,Sanidade,Hixiene bucodental,CPR Fillas de María Inmaculada,,,30,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Superior,fpgs,Servizos socioculturais e á comunidade,Mediación comunicativa,CPR Fillas de María Inmaculada,,,30,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Medio,fpgm,Electricidade e electrónica,Instalacións eléctricas e automáticas,CPR FP Montecastelo,,,30,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Medio,fpgm,Informática e comunicacións,Sistemas microinformáticos e redes,CPR FP Montecastelo,,,30,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Superior,fpgs,Informática e comunicacións,Administración de sistemas informáticos en rede,CPR FP Montecastelo,,,30,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Superior,fpgs,Electricidade e electrónica,Automatización e robótica industrial,CPR FP Montecastelo,,,30,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Superior,fpgs,Electricidade e electrónica,Automatización e robótica industrial,CPR Marcote,,,20,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Básico,fpb,Administración e xestión,Servizos administrativos,CPR Mendiño,,,20,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Medio,fpgm,Comercio e márketing,Actividades comerciais,CPR Mendiño,,,30,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Medio,fpgm,Administración e xestión,Xestión administrativa,CPR Mendiño,,,30,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Básico,fpb,Informática e comunicacións,Informática e comunicacións,CPR Plurilingüe Padre Míguez,,,20,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Medio,fpgm,Informática e comunicacións,Sistemas microinformáticos e redes,CPR Plurilingüe Padre Míguez,,,20,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Básico,fpb,Informática e comunicacións,Informática e comunicacións,CPR Plurilingüe San José de la Guía,,,20,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Superior,fpgs,Servizos socioculturais e á comunidade,Educación infantil,CPR Plurilingüe San José de la Guía,,,30,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Superior,fpgs,Servizos socioculturais e á comunidade,Integración social,CPR Plurilingüe San José de la Guía,,,30,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Básico,fpb,Informática e comunicacións,Informática de oficina,CPR Plurilingüe San Miguel 2,,,20,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Básico,fpb,Informática e comunicacións,Informática e comunicacións,CPR Plurilingüe San Miguel 2,,,20,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Básico,fpb,Electricidade e electrónica,Electricidade e electrónica,CPR San Miguel,,,20,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Básico,fpb,Administración e xestión,Servizos administrativos,CPR San Miguel,,,20,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Básico,fpb,Comercio e márketing,Servizos comerciais,CPR San Miguel,,,20,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Medio,fpgm,Electricidade e electrónica,Instalacións de telecomunicacións,CPR San Miguel,,,30,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Medio,fpgm,Administración e xestión,Xestión administrativa,CPR San Miguel,,,30,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Medio,fpgm,Sanidade,Farmacia e parafarmacia,CPR Vivas,,,30,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Medio,fpgm,Administración e xestión,Xestión administrativa,CPR Vivas,,,30,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Superior,fpgs,Administración e xestión,Administración e finanzas,CPR Vivas,,,30,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Superior,fpgs,Informática e comunicacións,Desenvolvemento de aplicacións multiplataforma,CPR Vivas,,,30,https://www.edu.xunta.gal/fp/oferta-fp
Vila de Cruces,Pontevedra,Grao Básico,fpb,Administración e xestión,Servizos administrativos,IES Marco do Camballón,,,18,https://www.edu.xunta.gal/fp/oferta-fp
Vila de Cruces,Pontevedra,Grao Medio,fpgm,Servizos socioculturais e á comunidade,Atención a persoas en situación de dependencia,IES Marco do Camballón,,,25,https://www.edu.xunta.gal/fp/oferta-fp
Vila de Cruces,Pontevedra,Grao Medio,fpgm,Fabricación mecánica,Soldadura e caldeiraría,IES Marco do Camballón,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Vilagarcía de Arousa,Pontevedra,Grao Básico,fpb,Electricidade e electrónica,Electricidade e electrónica,CIFP Fontecarmoa,,,18,https://www.edu.xunta.gal/fp/oferta-fp
Vilagarcía de Arousa,Pontevedra,Grao Básico,fpb,Industrias alimentarias,Industrias alimentarias,CIFP Fontecarmoa,,,18,https://www.edu.xunta.gal/fp/oferta-fp
Vilagarcía de Arousa,Pontevedra,Grao Básico,fpb,Comercio e márketing,Servizos comerciais,CIFP Fontecarmoa,,,18,https://www.edu.xunta.gal/fp/oferta-fp
Vilagarcía de Arousa,Pontevedra,Grao Medio,fpgm,Comercio e márketing,Actividades comerciais,CIFP Fontecarmoa,,,30,https://www.edu.xunta.gal/fp/oferta-fp
Vilagarcía de Arousa,Pontevedra,Grao Medio,fpgm,Servizos socioculturais e á comunidade,Atención a persoas en situación de dependencia,CIFP Fontecarmoa,,,25,https://www.edu.xunta.gal/fp/oferta-fp
Vilagarcía de Arousa,Pontevedra,Grao Medio,fpgm,Comercio e márketing,Comercialización de produtos alimentarios (quenda de tarde),CIFP Fontecarmoa,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Vilagarcía de Arousa,Pontevedra,Grao Medio,fpgm,Industrias alimentarias,Elaboración de produtos alimentarios,CIFP Fontecarmoa,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Vilagarcía de Arousa,Pontevedra,Grao Medio,fpgm,Transporte e mantemento de vehículos,Electromecánica de vehículos automóbiles,CIFP Fontecarmoa,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Vilagarcía de Arousa,Pontevedra,Grao Medio,fpgm,Electricidade e electrónica,Instalacións eléctricas e automáticas,CIFP Fontecarmoa,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Vilagarcía de Arousa,Pontevedra,Grao Medio,fpgm,Instalación e mantemento,Mantemento electromecánico,CIFP Fontecarmoa,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Vilagarcía de Arousa,Pontevedra,Grao Superior,fpgs,Actividades físicas e deportivas,Acondicionamento físico,CIFP Fontecarmoa,,,30,https://www.edu.xunta.gal/fp/oferta-fp
Vilagarcía de Arousa,Pontevedra,Grao Superior,fpgs,Electricidade e electrónica,Automatización e robótica industrial,CIFP Fontecarmoa,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Vilagarcía de Arousa,Pontevedra,Grao Superior,fpgs,Comercio e márketing,Comercio internacional,CIFP Fontecarmoa,,,30,https://www.edu.xunta.gal/fp/oferta-fp
Vilagarcía de Arousa,Pontevedra,Grao Superior,fpgs,Comercio e márketing,Márketing e publicidade (quenda de tarde),CIFP Fontecarmoa,,,30,https://www.edu.xunta.gal/fp/oferta-fp
Vilagarcía de Arousa,Pontevedra,Grao Superior,fpgs,Instalación e mantemento,Mecatrónica industrial,CIFP Fontecarmoa,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Vilagarcía de Arousa,Pontevedra,Grao Superior,fpgs,Electricidade e electrónica,Robótica colaborativa,CIFP Fontecarmoa,,,20,https://www.edu.xunta.gal/fp/oferta-fp
Vilagarcía de Arousa,Pontevedra,Grao Superior,fpgs,Comercio e márketing,Transporte e loxística,CIFP Fontecarmoa,,,30,https://www.edu.xunta.gal/fp/oferta-fp
Vilagarcía de Arousa,Pontevedra,Grao Superior,fpgs,Comercio e márketing,Xestión de vendas e espazos comerciais,CIFP Fontecarmoa,,,30,https://www.edu.xunta.gal/fp/oferta-fp
Vilagarcía de Arousa,Pontevedra,Grao Básico,fpb,Informática e comunicacións,Informática e comunicacións,IES Armando Cotarelo Valledor,,,18,https://www.edu.xunta.gal/fp/oferta-fp
Vilagarcía de Arousa,Pontevedra,Grao Medio,fpgm,Informática e comunicacións,Sistemas microinformáticos e redes,IES Armando Cotarelo Valledor,,,30,https://www.edu.xunta.gal/fp/oferta-fp
Vilagarcía de Arousa,Pontevedra,Grao Medio,fpgm,Administración e xestión,Xestión administrativa,IES Armando Cotarelo Valledor,,,30,https://www.edu.xunta.gal/fp/oferta-fp
Vilagarcía de Arousa,Pontevedra,Grao Superior,fpgs,Informática e comunicacións,Administración de sistemas informáticos en rede,IES Armando Cotarelo Valledor,,,30,https://www.edu.xunta.gal/fp/oferta-fp
Vilagarcía de Arousa,Pontevedra,Grao Superior,fpgs,Administración e xestión,Administración e finanzas,IES Armando Cotarelo Valledor,,,30,https://www.edu.xunta.gal/fp/oferta-fp
Vilagarcía de Arousa,Pontevedra,Grao Superior,fpgs,Informática e comunicacións,Ciberseguridade en contornos das tecnoloxías da información,IES Armando Cotarelo Valledor,,,20,https://www.edu.xunta.gal/fp/oferta-fp
Vilagarcía de Arousa,Pontevedra,Grao Superior,fpgs,Informática e comunicacións,Desenvolvemento de aplicacións en linguaxe Python,IES Armando Cotarelo Valledor,,,20,https://www.edu.xunta.gal/fp/oferta-fp
Vilagarcía de Arousa,Pontevedra,Grao Superior,fpgs,Informática e comunicacións,Desenvolvemento de aplicacións multiplataforma (quenda de tarde),IES Armando Cotarelo Valledor,,,30,https://www.edu.xunta.gal/fp/oferta-fp
Vilagarcía de Arousa,Pontevedra,Grao Superior,fpgs,Informática e comunicacións,Desenvolvemento de aplicacións web,IES Armando Cotarelo Valledor,,,30,https://www.edu.xunta.gal/fp/oferta-fp
A Coruña,A Coruña,FP,fp,Hostalaría e turismo,PFB de Cociña,CEE María Mariño,,,18,https://www.edu.xunta.gal/fp/oferta-fp
A Coruña,A Coruña,FP,fp,Hostalaría e turismo,PFB de Lavandaría,CEE María Mariño,,,18,https://www.edu.xunta.gal/fp/oferta-fp
A Coruña,A Coruña,FP,fp,Artes gráficas,PFB de Reprografía,CEE María Mariño,,,18,https://www.edu.xunta.gal/fp/oferta-fp
A Coruña,A Coruña,FP,fp,Agraria,PFB de Xardinaría e viveirismo,CEE María Mariño,,,18,https://www.edu.xunta.gal/fp/oferta-fp
A Coruña,A Coruña,FP,fp,Servizos socioculturais e á comunidade,PFB de Actividades domésticas,CEE Nosa Señora do Rosario,,,18,https://www.edu.xunta.gal/fp/oferta-fp
A Coruña,A Coruña,FP,fp,Imaxe persoal,PFB de Estética,CEE Nosa Señora do Rosario,,,18,https://www.edu.xunta.gal/fp/oferta-fp
A Coruña,A Coruña,FP,fp,Servizos socioculturais e á comunidade,PFB de Limpeza de edificios,CEE Nosa Señora do Rosario,,,18,https://www.edu.xunta.gal/fp/oferta-fp
A Coruña,A Coruña,FP,fp,Imaxe persoal,PFB de Peiteado,CEE Nosa Señora do Rosario,,,18,https://www.edu.xunta.gal/fp/oferta-fp
Ferrol,A Coruña,FP,fp,Comercio e márketing,PFB de Almacén,IES de Catabois,,,18,https://www.edu.xunta.gal/fp/oferta-fp
Ferrol,A Coruña,FP,fp,Comercio e márketing,PFB de Comercio,IES de Catabois,,,18,https://www.edu.xunta.gal/fp/oferta-fp
Ferrol,A Coruña,FP,fp,Hostalaría e turismo,PFB de Servizos de restauración,CEE Terra de Ferrol,,,18,https://www.edu.xunta.gal/fp/oferta-fp
Ferrol,A Coruña,FP,fp,Agraria,PFB de Xardinaría e viveirismo,CEE Terra de Ferrol,,,18,https://www.edu.xunta.gal/fp/oferta-fp
Santiago de Compostela,A Coruña,FP,fp,"Madeira, moble e cortiza",PFB de Carpintaría,CEE Manuel López Navalón,,,18,https://www.edu.xunta.gal/fp/oferta-fp
Santiago de Compostela,A Coruña,FP,fp,Vidro e cerámica,PFB de Cerámica,CEE Manuel López Navalón,,,18,https://www.edu.xunta.gal/fp/oferta-fp
Santiago de Compostela,A Coruña,FP,fp,"Téxtil, confección e pel",PFB de Costura,CEE Manuel López Navalón,,,18,https://www.edu.xunta.gal/fp/oferta-fp
Santiago de Compostela,A Coruña,FP,fp,Hostalaría e turismo,PFB de Lavandaría,CEE Manuel López Navalón,,,18,https://www.edu.xunta.gal/fp/oferta-fp
Santiago de Compostela,A Coruña,FP,fp,Imaxe persoal,PFB de Peiteado,CEE Manuel López Navalón,,,18,https://www.edu.xunta.gal/fp/oferta-fp
Santiago de Compostela,A Coruña,FP,fp,Agraria,PFB de Producións agrícolas,CEE Manuel López Navalón,,,18,https://www.edu.xunta.gal/fp/oferta-fp
Santiago de Compostela,A Coruña,FP,fp,Hostalaría e turismo,PFB de Servizos de restauración,CEE Manuel López Navalón,,,18,https://www.edu.xunta.gal/fp/oferta-fp
Monforte de Lemos,Lugo,FP,fp,Hostalaría e turismo,PFB de Servizos de restauración,CEE Infanta Elena,,,18,https://www.edu.xunta.gal/fp/oferta-fp
Monforte de Lemos,Lugo,FP,fp,Agraria,PFB de Xardinaría e viveirismo,CEE Infanta Elena,,,18,https://www.edu.xunta.gal/fp/oferta-fp
Nigrán,Pontevedra,FP,fp,Hostalaría e turismo,PFB de Cociña,,,,18,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,FP,fp,"Madeira, moble e cortiza",PFB de Carpintaría,CEE Saladino Cortizo,,,18,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,FP,fp,Imaxe persoal,PFB de Peiteado,CEE Saladino Cortizo,,,18,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,FP,fp,Artes gráficas,PFB de Reprografía,CEE Saladino Cortizo,,,18,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,FP,fp,Hostalaría e turismo,PFB de Servizos de restauración,CEE Saladino Cortizo,,,18,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,FP,fp,Agraria,PFB de Xardinaría e viveirismo,CEE Saladino Cortizo,,,36,https://www.edu.xunta.gal/fp/oferta-fp
Vilagarcía de Arousa,Pontevedra,FP,fp,Artes gráficas,PFB de Reprografía,CEE de Vilagarcía de Arousa,,,18,https://www.edu.xunta.gal/fp/oferta-fp
A Coruña,A Coruña,Grao,grado,Graos universitarios,Administración e Dirección de Empresas,Universidade da Coruña - Campus da Coruña,Universidade da Coruña,Campus da Coruña,,https://ciug.gal/PDF/2025/ACCESO/preins_anexo_II.pdf
A Coruña,A Coruña,Grao,grado,Graos universitarios,Arquitectura Técnica,Universidade da Coruña - Campus da Coruña,Universidade da Coruña,Campus da Coruña,,https://ciug.gal/PDF/2025/ACCESO/preins_anexo_II.pdf
A Coruña,A Coruña,Grao,grado,Graos universitarios,Bioloxía,Universidade da Coruña - Campus da Coruña,Universidade da Coruña,Campus da Coruña,,https://ciug.gal/PDF/2025/ACCESO/preins_anexo_II.pdf
A Coruña,A Coruña,Grao,grado,Graos universitarios,Ciencias da Actividade Física e do Deporte,Universidade da Coruña - Campus da Coruña,Universidade da Coruña,Campus da Coruña,,https://ciug.gal/PDF/2025/ACCESO/preins_anexo_II.pdf
A Coruña,A Coruña,Grao,grado,Graos universitarios,Ciencias Empresariais,Universidade da Coruña - Campus da Coruña,Universidade da Coruña,Campus da Coruña,,https://ciug.gal/PDF/2025/ACCESO/preins_anexo_II.pdf
A Coruña,A Coruña,Grao,grado,Graos universitarios,Ciencia e Enxeñaría de Datos,Universidade da Coruña - Campus da Coruña,Universidade da Coruña,Campus da Coruña,,https://ciug.gal/PDF/2025/ACCESO/preins_anexo_II.pdf
A Coruña,A Coruña,Grao,grado,Graos universitarios,Comunicación Audiovisual,Universidade da Coruña - Campus da Coruña,Universidade da Coruña,Campus da Coruña,,https://ciug.gal/PDF/2025/ACCESO/preins_anexo_II.pdf
A Coruña,A Coruña,Grao,grado,Graos universitarios,"Creación Dixital, Animación e Videoxogos",Universidade da Coruña - Campus da Coruña,Universidade da Coruña,Campus da Coruña,,https://ciug.gal/PDF/2025/ACCESO/preins_anexo_II.pdf
A Coruña,A Coruña,Grao,grado,Graos universitarios,Dereito,Universidade da Coruña - Campus da Coruña,Universidade da Coruña,Campus da Coruña,,https://ciug.gal/PDF/2025/ACCESO/preins_anexo_II.pdf
A Coruña,A Coruña,Grao,grado,Graos universitarios,Economía,Universidade da Coruña - Campus da Coruña,Universidade da Coruña,Campus da Coruña,,https://ciug.gal/PDF/2025/ACCESO/preins_anexo_II.pdf
A Coruña,A Coruña,Grao,grado,Graos universitarios,Educación Infantil,Universidade da Coruña - Campus da Coruña,Universidade da Coruña,Campus da Coruña,,https://ciug.gal/PDF/2025/ACCESO/preins_anexo_II.pdf
A Coruña,A Coruña,Grao,grado,Graos universitarios,Educación Primaria,Universidade da Coruña - Campus da Coruña,Universidade da Coruña,Campus da Coruña,,https://ciug.gal/PDF/2025/ACCESO/preins_anexo_II.pdf
A Coruña,A Coruña,Grao,grado,Graos universitarios,Educación Social,Universidade da Coruña - Campus da Coruña,Universidade da Coruña,Campus da Coruña,,https://ciug.gal/PDF/2025/ACCESO/preins_anexo_II.pdf
A Coruña,A Coruña,Grao,grado,Graos universitarios,Enfermaría (Centro Adscrito),Universidade da Coruña - Campus da Coruña,Universidade da Coruña,Campus da Coruña,,https://ciug.gal/PDF/2025/ACCESO/preins_anexo_II.pdf
A Coruña,A Coruña,Grao,grado,Graos universitarios,Enxeñaría de Obras Públicas,Universidade da Coruña - Campus da Coruña,Universidade da Coruña,Campus da Coruña,,https://ciug.gal/PDF/2025/ACCESO/preins_anexo_II.pdf
A Coruña,A Coruña,Grao,grado,Graos universitarios,Enxeñaría Informática,Universidade da Coruña - Campus da Coruña,Universidade da Coruña,Campus da Coruña,,https://ciug.gal/PDF/2025/ACCESO/preins_anexo_II.pdf
A Coruña,A Coruña,Grao,grado,Graos universitarios,Español: Estudos Lingüísticos e Literarios,Universidade da Coruña - Campus da Coruña,Universidade da Coruña,Campus da Coruña,,https://ciug.gal/PDF/2025/ACCESO/preins_anexo_II.pdf
A Coruña,A Coruña,Grao,grado,Graos universitarios,Estudos de Arquitectura,Universidade da Coruña - Campus da Coruña,Universidade da Coruña,Campus da Coruña,,https://ciug.gal/PDF/2025/ACCESO/preins_anexo_II.pdf
